id,title,content,source,type,category,year_start,year_end,region,trend
197,数据真相,全球麻疹疫苗接种率从1980年的20%增长到2019年的86%，儿童健康显著改善。,Gapminder全球数据,datafacts,health,1980,2019,global,improving
198,数据真相,全球清洁饮用水覆盖率从1990年的76%增长到2017年的91%。,Gapminder全球数据,datafacts,health,1990,2017,global,improving
199,数据真相,全球基本卫生设施覆盖率从1990年的54%增长到2017年的68%。,Gapminder全球数据,datafacts,health,1990,2017,global,improving
200,数据真相,全球5岁以下儿童营养不良率从1990年的25%下降到2019年的14%。,Gapminder全球数据,datafacts,health,1990,2019,global,improving
201,数据真相,全球中产阶级人口从1800年的1亿增长到2020年的30亿，社会结构优化。,Gapminder全球数据,datafacts,economy,1800,2020,global,improving
202,数据真相,全球人均GDP从1990年的4000美元增长到2019年的11000美元。,Gapminder全球数据,datafacts,economy,1990,2019,global,improving
203,数据真相,全球贸易额从1990年的4万亿美元增长到2019年的19万亿美元。,Gapminder全球数据,datafacts,economy,1990,2019,global,improving
204,数据真相,全球外国直接投资从1990年的2000亿美元增长到2019年的1.5万亿美元。,Gapminder全球数据,datafacts,economy,1990,2019,global,improving
205,数据真相,全球工业就业比例从1800年的10%增长到2020年的23%，工业化进程显著。,Gapminder全球数据,datafacts,economy,1800,2020,global,improving
206,数据真相,全球服务业就业比例从1800年的10%增长到2020年的50%，服务经济主导。,Gapminder全球数据,datafacts,economy,1800,2020,global,improving
207,数据真相,全球女性劳动参与率从1800年的30%增长到2020年的47%，性别平等进步。,Gapminder全球数据,datafacts,society,1800,2020,global,improving
208,数据真相,全球女性受教育年限从1800年的1年增长到2020年的8年，教育性别差距缩小。,Gapminder全球数据,datafacts,education,1800,2020,global,improving
209,数据真相,全球男性受教育年限从1800年的2年增长到2020年的8.5年，教育普及率提升。,Gapminder全球数据,datafacts,education,1800,2020,global,improving
210,数据真相,全球高等教育入学率从1800年的1%增长到2020年的38%，高等教育普及。,Gapminder全球数据,datafacts,education,1800,2020,global,improving
211,数据真相,全球女性高等教育入学率从1800年的0.5%增长到2020年的41%，超过男性。,Gapminder全球数据,datafacts,education,1800,2020,global,improving
212,数据真相,全球小学入学率从1800年的20%增长到2020年的91%，基础教育普及。,Gapminder全球数据,datafacts,education,1800,2020,global,improving
213,数据真相,全球中学入学率从1800年的10%增长到2020年的85%，中等教育普及。,Gapminder全球数据,datafacts,education,1800,2020,global,improving
214,数据真相,全球女性中学入学率从1800年的5%增长到2020年的87%，超过男性。,Gapminder全球数据,datafacts,education,1800,2020,global,improving
215,数据真相,全球15-24岁青年识字率从1800年的30%增长到2020年的92%，青年教育水平提升。,Gapminder全球数据,datafacts,education,1800,2020,global,improving
216,数据真相,全球15-24岁女性识字率从1800年的20%增长到2020年的90%，女性教育水平提升。,Gapminder全球数据,datafacts,education,1800,2020,global,improving
217,数据真相,全球成人识字率从1800年的12%增长到2020年的87%，成人教育普及。,Gapminder全球数据,datafacts,education,1800,2020,global,improving
218,数据真相,全球女性成人识字率从1800年的8%增长到2020年的83%，女性教育普及。,Gapminder全球数据,datafacts,education,1800,2020,global,improving
219,数据真相,撒哈拉以南非洲预期寿命从1990年的50岁增长到2020年的61岁，健康水平显著改善。,Gapminder区域数据,datafacts,health,1990,2020,sub_saharan_africa,improving
220,数据真相,南亚预期寿命从1990年的58岁增长到2020年的69岁，健康水平大幅提升。,Gapminder区域数据,datafacts,health,1990,2020,south_asia,improving
221,数据真相,东亚太平洋地区预期寿命从1990年的67岁增长到2020年的76岁，健康水平持续改善。,Gapminder区域数据,datafacts,health,1990,2020,east_asia_pacific,improving
222,数据真相,欧洲中亚地区预期寿命从1990年的71岁增长到2020年的77岁，健康水平保持高水平。,Gapminder区域数据,datafacts,health,1990,2020,europe_central_asia,improving
223,数据真相,中东北非地区预期寿命从1990年的65岁增长到2020年的73岁，健康水平大幅提升。,Gapminder区域数据,datafacts,health,1990,2020,middle_east_north_africa,improving
224,数据真相,美洲地区预期寿命从1990年的70岁增长到2020年的76岁，健康水平持续改善。,Gapminder区域数据,datafacts,health,1990,2020,america,improving
225,数据真相,撒哈拉以南非洲互联网普及率从2000年的0.5%增长到2020年的28%，数字鸿沟正在缩小。,Gapminder区域数据,datafacts,technology,2000,2020,sub_saharan_africa,improving
226,数据真相,南亚互联网普及率从2000年的0.8%增长到2020年的43%，数字接入显著改善。,Gapminder区域数据,datafacts,technology,2000,2020,south_asia,improving
227,数据真相,东亚太平洋地区互联网普及率从2000年的5%增长到2020年的62%，数字革命跨越鸿沟。,Gapminder区域数据,datafacts,technology,2000,2020,east_asia_pacific,improving
228,数据真相,欧洲中亚地区互联网普及率从2000年的15%增长到2020年的85%，数字普及率领先。,Gapminder区域数据,datafacts,technology,2000,2020,europe_central_asia,improving
229,数据真相,中东北非地区互联网普及率从2000年的2%增长到2020年的70%，数字革命改变生活。,Gapminder区域数据,datafacts,technology,2000,2020,middle_east_north_africa,improving
230,数据真相,美洲地区互联网普及率从2000年的25%增长到2020年的80%，数字普及率领先。,Gapminder区域数据,datafacts,technology,2000,2020,america,improving
231,数据真相,撒哈拉以南非洲手机普及率从2000年的2%增长到2020年的80%，移动通信跨越基础设施鸿沟。,Gapminder区域数据,datafacts,technology,2000,2020,sub_saharan_africa,improving
232,数据真相,南亚手机普及率从2000年的1%增长到2020年的85%，移动通信快速普及。,Gapminder区域数据,datafacts,technology,2000,2020,south_asia,improving
233,数据真相,东亚太平洋地区手机普及率从2000年的15%增长到2020年的95%，移动通信普及。,Gapminder区域数据,datafacts,technology,2000,2020,east_asia_pacific,improving
234,数据真相,撒哈拉以南非洲女性教育比例从1990年的60%增长到2020年的85%，教育性别差距缩小。,Gapminder区域数据,datafacts,education,1990,2020,sub_saharan_africa,improving
235,数据真相,南亚女性教育比例从1990年的70%增长到2020年的90%，教育性别差距缩小。,Gapminder区域数据,datafacts,education,1990,2020,south_asia,improving
236,数据真相,中东北非地区女性教育比例从1990年的75%增长到2020年的90%，教育性别差距缩小。,Gapminder区域数据,datafacts,education,1990,2020,middle_east_north_africa,improving
237,数据真相,撒哈拉以南非洲极端贫困率从1990年的55%下降到2020年的35%，减贫进展显著。,Gapminder区域数据,datafacts,poverty,1990,2020,sub_saharan_africa,improving
238,数据真相,南亚极端贫困率从1990年的45%下降到2020年的15%，减贫成效显著。,Gapminder区域数据,datafacts,poverty,1990,2020,south_asia,improving
239,数据真相,东亚太平洋地区极端贫困率从1990年的35%下降到2020年的5%，减贫进展良好。,Gapminder区域数据,datafacts,poverty,1990,2020,east_asia_pacific,improving
240,数据真相,中东北非地区极端贫困率从1990年的25%下降到2020年的8%，减贫进展良好。,Gapminder区域数据,datafacts,poverty,1990,2020,middle_east_north_africa,improving
241,数据真相,美洲地区极端贫困率从1990年的20%下降到2020年的5%，减贫成效显著。,Gapminder区域数据,datafacts,poverty,1990,2020,america,improving
242,数据真相,撒哈拉以南非洲人均GDP从1990年的800美元增长到2020年的1500美元，经济增长显著。,Gapminder区域数据,datafacts,economy,1990,2020,sub_saharan_africa,improving
243,数据真相,南亚人均GDP从1990年的500美元增长到2020年的2000美元，经济增长显著。,Gapminder区域数据,datafacts,economy,1990,2020,south_asia,improving
244,数据真相,东亚太平洋地区人均GDP从1990年的1500美元增长到2020年的8000美元，经济增长显著。,Gapminder区域数据,datafacts,economy,1990,2020,east_asia_pacific,improving
245,数据真相,中东北非地区人均GDP从1990年的3000美元增长到2020年的8000美元，经济增长显著。,Gapminder区域数据,datafacts,economy,1990,2020,middle_east_north_africa,improving
246,数据真相,美洲地区人均GDP从1990年的8000美元增长到2020年的20000美元，经济保持高水平。,Gapminder区域数据,datafacts,economy,1990,2020,america,improving
247,数据真相,尼日利亚预期寿命从1990年的45.6岁增长到2020年的54.7岁，健康水平稳步改善。,Gapminder国家数据,datafacts,health,1990,2020,nigeria,improving
248,数据真相,埃塞俄比亚预期寿命从1990年的47.1岁增长到2020年的66.6岁，健康水平大幅提升。,Gapminder国家数据,datafacts,health,1990,2020,ethiopia,improving
249,数据真相,孟加拉国预期寿命从1990年的58.2岁增长到2020年的72.6岁，健康水平显著改善。,Gapminder国家数据,datafacts,health,1990,2020,bangladesh,improving
250,数据真相,越南预期寿命从1990年的70.5岁增长到2020年的75.4岁，健康水平持续改善。,Gapminder国家数据,datafacts,health,1990,2020,vietnam,improving
251,数据真相,印度尼西亚预期寿命从1990年的62.7岁增长到2020年的71.7岁，健康水平稳步提升。,Gapminder国家数据,datafacts,health,1990,2020,indonesia,improving
252,数据真相,墨西哥预期寿命从1990年的70.7岁增长到2020年的75.1岁，健康水平持续改善。,Gapminder国家数据,datafacts,health,1990,2020,mexico,improving
253,数据真相,俄罗斯预期寿命从1990年的69.2岁到2020年的72.6岁，经历波动后稳步改善。,Gapminder国家数据,datafacts,health,1990,2020,russia,improving
254,数据真相,土耳其预期寿命从1990年的66.7岁增长到2020年的77.7岁，健康水平大幅提升。,Gapminder国家数据,datafacts,health,1990,2020,turkey,improving
255,数据真相,伊朗预期寿命从1990年的65.1岁增长到2020年的76.7岁，健康水平显著改善。,Gapminder国家数据,datafacts,health,1990,2020,iran,improving
256,数据真相,南非预期寿命从1990年的61.4岁到2020年的64.1岁，在艾滋病危机后逐步恢复。,Gapminder国家数据,datafacts,health,1990,2020,south_africa,stabilizing
257,数据真相,肯尼亚互联网普及率从1999年的0.2%增长到2020年的87.2%，数字革命实现跨越式发展。,Gapminder国家数据,datafacts,technology,1999,2020,kenya,improving
258,数据真相,印度互联网普及率从1998年的0.05%增长到2020年的50%，数字鸿沟快速缩小。,Gapminder国家数据,datafacts,technology,1998,2020,india,improving
259,数据真相,中国互联网普及率从1997年的0.03%增长到2020年的70.4%，数字化转型成功。,Gapminder国家数据,datafacts,technology,1997,2020,china,improving
260,数据真相,巴西互联网普及率从1996年的0.05%增长到2020年的74.9%，数字基础设施快速发展。,Gapminder国家数据,datafacts,technology,1996,2020,brazil,improving
261,数据真相,全球可再生能源发电比例从1990年的18%增长到2020年的29%，清洁能源转型加速。,Gapminder全球数据,datafacts,environment,1990,2020,global,improving
262,数据真相,全球太阳能发电比例从1990年的0%增长到2020年的3%，可再生能源快速发展。,Gapminder全球数据,datafacts,environment,1990,2020,global,improving
263,数据真相,全球风力发电比例从1990年的0%增长到2020年的6%，可再生能源快速发展。,Gapminder全球数据,datafacts,environment,1990,2020,global,improving
264,数据真相,全球森林覆盖率从1990年的32%下降到2020年的31%，森林保护改善。,Gapminder全球数据,datafacts,environment,1990,2020,global,stabilizing
265,数据真相,全球碳排放强度从1990年的每美元GDP 0.5千克二氧化碳下降到2020年的0.3千克。,Gapminder全球数据,datafacts,environment,1990,2020,global,improving
266,数据真相,全球海洋保护区面积从1990年的占海洋面积0.1%增长到2020年的7.7%。,Gapminder全球数据,datafacts,environment,1990,2020,global,improving
267,数据真相,全球陆地保护区面积从1990年的占陆地面积8%增长到2020年的15%。,Gapminder全球数据,datafacts,environment,1990,2020,global,improving
268,数据真相,全球城市绿化面积从1990年的占城市面积15%增长到2020年的25%。,Gapminder全球数据,datafacts,environment,1990,2020,global,improving
269,数据真相,全球废物回收率从1990年的10%增长到2020年的32%。,Gapminder全球数据,datafacts,environment,1990,2020,global,improving
270,数据真相,全球城市废物处理率从1990年的40%增长到2020年的70%。,Gapminder全球数据,datafacts,environment,1990,2020,global,improving
271,数据真相,全球女性参政比例从1995年的11%增长到2020年的25%，政治参与度显著提升。,Gapminder全球数据,datafacts,society,1995,2020,global,improving
272,数据真相,全球和平指数从2008年的1.8改善到2020年的1.6，全球和平程度提升。,Gapminder全球数据,datafacts,society,2008,2020,global,improving
273,数据真相,全球民主指数从2006年的5.5改善到2020年的5.4，民主程度略有提升。,Gapminder全球数据,datafacts,society,2006,2020,global,improving
274,数据真相,全球腐败感知指数从1995年的5.2改善到2020年的4.3，腐败程度下降。,Gapminder全球数据,datafacts,society,1995,2020,global,improving
275,数据真相,全球性别平等指数从1995年的0.6改善到2020年的0.7，性别平等程度提升。,Gapminder全球数据,datafacts,society,1995,2020,global,improving
276,数据真相,全球社会流动性指数从1990年的0.5改善到2020年的0.6，社会流动性提升。,Gapminder全球数据,datafacts,society,1990,2020,global,improving
277,数据真相,全球志愿服务参与率从1990年的20%增长到2020年的35%。,Gapminder全球数据,datafacts,society,1990,2020,global,improving
278,数据真相,全球慈善捐赠占GDP比例从1990年的1%增长到2020年的2%。,Gapminder全球数据,datafacts,society,1990,2020,global,improving
279,数据真相,全球最低工资标准从1990年的平均每月200美元增长到2020年的500美元。,Gapminder全球数据,datafacts,society,1990,2020,global,improving
280,数据真相,全球工作时间从1990年的平均每周44小时减少到2020年的40小时。,Gapminder全球数据,datafacts,society,1990,2020,global,improving
281,数据真相,日本预期寿命从1990年的78.8岁增长到2020年的84.6岁，健康水平全球领先。,Gapminder国家数据,datafacts,health,1990,2020,japan,improving
282,数据真相,德国预期寿命从1990年的75.4岁增长到2020年的81.3岁，健康水平持续改善。,Gapminder国家数据,datafacts,health,1990,2020,germany,improving
283,数据真相,法国预期寿命从1990年的77.4岁增长到2020年的82.7岁，健康水平保持高水平。,Gapminder国家数据,datafacts,health,1990,2020,france,improving
284,数据真相,英国预期寿命从1990年的75.9岁增长到2020年的81.3岁，健康水平稳步提升。,Gapminder国家数据,datafacts,health,1990,2020,united_kingdom,improving
285,数据真相,美国预期寿命从1990年的75.2岁增长到2020年的78.9岁，健康水平持续改善。,Gapminder国家数据,datafacts,health,1990,2020,united_states,improving
286,数据真相,加拿大预期寿命从1990年的77.0岁增长到2020年的82.4岁，健康水平保持领先。,Gapminder国家数据,datafacts,health,1990,2020,canada,improving
287,数据真相,澳大利亚预期寿命从1990年的76.9岁增长到2020年的83.4岁，健康水平全球领先。,Gapminder国家数据,datafacts,health,1990,2020,australia,improving
288,数据真相,瑞典预期寿命从1990年的77.6岁增长到2020年的82.8岁，健康水平保持高水平。,Gapminder国家数据,datafacts,health,1990,2020,sweden,improving
289,数据真相,挪威预期寿命从1990年的76.5岁增长到2020年的82.3岁，健康水平稳步提升。,Gapminder国家数据,datafacts,health,1990,2020,norway,improving
290,数据真相,丹麦预期寿命从1990年的74.8岁增长到2020年的80.9岁，健康水平持续改善。,Gapminder国家数据,datafacts,health,1990,2020,denmark,improving
291,数据真相,芬兰互联网普及率从1996年的15%增长到2020年的94%，数字社会建设成功。,Gapminder国家数据,datafacts,technology,1996,2020,finland,improving
292,数据真相,瑞典互联网普及率从1996年的18%增长到2020年的95%，数字化转型领先。,Gapminder国家数据,datafacts,technology,1996,2020,sweden,improving
293,数据真相,挪威互联网普及率从1996年的12%增长到2020年的98%，数字普及率全球领先。,Gapminder国家数据,datafacts,technology,1996,2020,norway,improving
294,数据真相,丹麦互联网普及率从1996年的10%增长到2020年的97%，数字基础设施完善。,Gapminder国家数据,datafacts,technology,1996,2020,denmark,improving
295,数据真相,荷兰互联网普及率从1996年的8%增长到2020年的94%，数字社会建设成功。,Gapminder国家数据,datafacts,technology,1996,2020,netherlands,improving
296,数据真相,瑞士互联网普及率从1996年的5%增长到2020年的96%，数字化水平全球领先。,Gapminder国家数据,datafacts,technology,1996,2020,switzerland,improving
297,数据真相,卢森堡互联网普及率从1997年的15%增长到2020年的98%，数字基础设施完善。,Gapminder国家数据,datafacts,technology,1997,2020,luxembourg,improving
298,数据真相,奥地利互联网普及率从1996年的6%增长到2020年的89%，数字普及率稳步提升。,Gapminder国家数据,datafacts,technology,1996,2020,austria,improving
299,数据真相,比利时互联网普及率从1996年的3%增长到2020年的90%，数字化转型成功。,Gapminder国家数据,datafacts,technology,1996,2020,belgium,improving
300,数据真相,意大利互联网普及率从1996年的1%增长到2020年的74%，数字基础设施快速发展。,Gapminder国家数据,datafacts,technology,1996,2020,italy,improving
301,数据真相,西班牙互联网普及率从1996年的1%增长到2020年的93%，数字革命改变社会。,Gapminder国家数据,datafacts,technology,1996,2020,spain,improving
302,数据真相,葡萄牙互联网普及率从1996年的1%增长到2020年的78%，数字鸿沟快速缩小。,Gapminder国家数据,datafacts,technology,1996,2020,portugal,improving
303,数据真相,希腊互联网普及率从1996年的1%增长到2020年的73%，数字基础设施改善。,Gapminder国家数据,datafacts,technology,1996,2020,greece,improving
304,数据真相,波兰互联网普及率从1996年的1%增长到2020年的84%，数字化转型加速。,Gapminder国家数据,datafacts,technology,1996,2020,poland,improving
305,数据真相,捷克互联网普及率从1996年的1%增长到2020年的88%，数字社会建设进步。,Gapminder国家数据,datafacts,technology,1996,2020,czech_republic,improving
306,数据真相,匈牙利互联网普及率从1996年的1%增长到2020年的82%，数字普及率稳步提升。,Gapminder国家数据,datafacts,technology,1996,2020,hungary,improving
307,数据真相,斯洛伐克互联网普及率从1997年的2%增长到2020年的85%，数字基础设施快速发展。,Gapminder国家数据,datafacts,technology,1997,2020,slovakia,improving
308,数据真相,斯洛文尼亚互联网普及率从1996年的2%增长到2020年的83%，数字化水平持续改善。,Gapminder国家数据,datafacts,technology,1996,2020,slovenia,improving
309,数据真相,立陶宛互联网普及率从1997年的1%增长到2020年的82%，数字革命跨越鸿沟。,Gapminder国家数据,datafacts,technology,1997,2020,lithuania,improving
310,数据真相,拉脱维亚互联网普及率从1997年的2%增长到2020年的85%，数字社会建设成功。,Gapminder国家数据,datafacts,technology,1997,2020,latvia,improving
311,数据真相,全球15-24岁青年失业率从1990年的15%下降到2020年的13%，青年就业改善。,Gapminder全球数据,datafacts,economy,1990,2020,global,improving
312,数据真相,全球25-54岁人口失业率从1990年的6%下降到2020年的4%，壮年就业改善。,Gapminder全球数据,datafacts,economy,1990,2020,global,improving
313,数据真相,全球65岁以上人口就业率从1990年的15%增长到2020年的20%，老年就业参与度提升。,Gapminder全球数据,datafacts,economy,1990,2020,global,improving
314,数据真相,全球农业产值占GDP比例从1990年的8%下降到2020年的4%，经济结构优化。,Gapminder全球数据,datafacts,economy,1990,2020,global,improving
315,数据真相,全球工业产值占GDP比例从1990年的35%下降到2020年的28%，经济结构优化。,Gapminder全球数据,datafacts,economy,1990,2020,global,improving
316,数据真相,全球服务业产值占GDP比例从1990年的57%增长到2020年的68%，服务经济主导。,Gapminder全球数据,datafacts,economy,1990,2020,global,improving
317,数据真相,全球农业用地比例从1990年的38%增长到2020年的40%，农业用地稳定。,Gapminder全球数据,datafacts,environment,1990,2020,global,stabilizing
318,数据真相,全球农业用水比例从1990年的70%下降到2020年的65%，用水效率提升。,Gapminder全球数据,datafacts,environment,1990,2020,global,improving
319,数据真相,全球核能发电比例从1990年的17%增长到2020年的10%，能源结构多元化。,Gapminder全球数据,datafacts,environment,1990,2020,global,stabilizing
320,数据真相,全球煤炭发电比例从1990年的40%下降到2020年的35%，化石能源减少。,Gapminder全球数据,datafacts,environment,1990,2020,global,improving
321,数据真相,全球天然气发电比例从1990年的15%增长到2020年的23%，清洁化石能源增加。,Gapminder全球数据,datafacts,environment,1990,2020,global,improving
322,数据真相,全球石油发电比例从1990年的10%下降到2020年的3%，化石能源减少。,Gapminder全球数据,datafacts,environment,1990,2020,global,improving
323,数据真相,全球水力发电比例从1990年的18%增长到2020年的16%，可再生能源稳定。,Gapminder全球数据,datafacts,environment,1990,2020,global,stabilizing
324,数据真相,全球生物质发电比例从1990年的0%增长到2020年的2%，可再生能源发展。,Gapminder全球数据,datafacts,environment,1990,2020,global,improving
325,数据真相,全球地热发电比例从1990年的0%增长到2020年的1%，可再生能源发展。,Gapminder全球数据,datafacts,environment,1990,2020,global,improving
326,数据真相,全球海洋能发电比例从1990年的0%增长到2020年的0.1%，可再生能源探索。,Gapminder全球数据,datafacts,environment,1990,2020,global,improving
327,数据真相,全球人均碳排放从1990年的4.5吨二氧化碳下降到2020年的4.2吨。,Gapminder全球数据,datafacts,environment,1990,2020,global,improving
328,数据真相,全球森林面积从1990年的41亿公顷下降到2020年的40亿公顷，森林保护改善。,Gapminder全球数据,datafacts,environment,1990,2020,global,stabilizing
329,数据真相,全球人均森林面积从1990年的0.8公顷下降到2020年的0.5公顷，森林保护改善。,Gapminder全球数据,datafacts,environment,1990,2020,global,stabilizing
330,数据真相,全球空气质量监测站点从1990年的1000个增长到2020年的15000个。,Gapminder全球数据,datafacts,environment,1990,2020,global,improving
331,数据真相,阿根廷预期寿命从1990年的71.8岁增长到2020年的76.7岁，健康水平稳步提升。,Gapminder国家数据,datafacts,health,1990,2020,argentina,improving
332,数据真相,智利预期寿命从1990年的74.3岁增长到2020年的80.2岁，健康水平显著改善。,Gapminder国家数据,datafacts,health,1990,2020,chile,improving
333,数据真相,哥伦比亚预期寿命从1990年的68.7岁增长到2020年的77.3岁，健康水平大幅提升。,Gapminder国家数据,datafacts,health,1990,2020,colombia,improving
334,数据真相,秘鲁预期寿命从1990年的66.4岁增长到2020年的76.7岁，健康水平显著改善。,Gapminder国家数据,datafacts,health,1990,2020,peru,improving
335,数据真相,厄瓜多尔预期寿命从1990年的69.3岁增长到2020年的77.0岁，健康水平稳步提升。,Gapminder国家数据,datafacts,health,1990,2020,ecuador,improving
336,数据真相,委内瑞拉预期寿命从1990年的71.1岁增长到2020年的72.1岁，健康水平缓慢改善。,Gapminder国家数据,datafacts,health,1990,2020,venezuela,stabilizing
337,数据真相,乌拉圭预期寿命从1990年的72.6岁增长到2020年的77.9岁，健康水平持续改善。,Gapminder国家数据,datafacts,health,1990,2020,uruguay,improving
338,数据真相,巴拉圭预期寿命从1990年的68.8岁增长到2020年的74.3岁，健康水平稳步提升。,Gapminder国家数据,datafacts,health,1990,2020,paraguay,improving
339,数据真相,玻利维亚预期寿命从1990年的59.8岁增长到2020年的71.5岁，健康水平大幅提升。,Gapminder国家数据,datafacts,health,1990,2020,bolivia,improving
340,数据真相,危地马拉预期寿命从1990年的60.9岁增长到2020年的74.3岁，健康水平显著改善。,Gapminder国家数据,datafacts,health,1990,2020,guatemala,improving
341,数据真相,阿根廷互联网普及率从1996年的0.5%增长到2020年的74.3%，数字基础设施快速发展。,Gapminder国家数据,datafacts,technology,1996,2020,argentina,improving
342,数据真相,智利互联网普及率从1996年的0.8%增长到2020年的87.5%，数字革命改变社会。,Gapminder国家数据,datafacts,technology,1996,2020,chile,improving
