id,title,content,source,type,category,year_start,year_end,region,trend
56,偈语,百尺竿头须进步，十方世界现全身。,宋代 无门慧开《无门关》第四十六则,gathas,zen,,,,
57,偈语,吴者得意，贫儿失笑。,宋代 无门慧开《无门关》第四十七则,gathas,zen,,,,
58,偈语,山僧最后关，趁得过者，犹如脱虎口。,宋代 无门慧开《无门关》第四十八则,gathas,zen,,,,
59,偈语,《碧岩录》,禅宗偈语,gathas,zen,,,,
60,偈语,圣谛廓然，何当辨的？（宋代 雪窦重显《碧岩录》第一则,禅宗偈语,gathas,zen,,,,
61,偈语,）,禅宗偈语,gathas,zen,,,,
62,偈语,至道无难，言端语端；一有多种，二无两般。（宋代 雪窦重显《碧岩录》第二则,禅宗偈语,gathas,zen,,,,
63,偈语,）,禅宗偈语,gathas,zen,,,,
64,偈语,枯木龙吟真见道，髑髅无识眼初明；喜识尽时消息尽，当人那辨浊中清。（唐代 洞山守初《碧岩录》第二则,禅宗偈语,gathas,zen,,,,
65,偈语,）,禅宗偈语,gathas,zen,,,,
66,偈语,日面佛，月面佛，五帝三皇是何物？（宋代 雪窦重显《碧岩录》第三则,禅宗偈语,gathas,zen,,,,
67,偈语,）,禅宗偈语,gathas,zen,,,,
68,偈语,雪上加霜，几乎险堕。（宋代 雪窦重显《碧岩录》第四则,禅宗偈语,gathas,zen,,,,
69,偈语,）,禅宗偈语,gathas,zen,,,,
70,偈语,牛头没，马头回，曹溪镜里绝尘埃；打鼓看来君不见，百花春至为谁开？（宋代 雪窦重显《碧岩录》第五则,禅宗偈语,gathas,zen,,,,
71,偈语,）,禅宗偈语,gathas,zen,,,,
72,偈语,十五日已前，恰恰用些；十五日已后，半月沉埋。,宋代 雪窦重显《碧岩录》第六则,gathas,zen,,,,
73,偈语,会则途中受用，如龙得水；不会世谛流布，羝羊触藩。,宋代 雪窦重显《碧岩录》第七则,gathas,zen,,,,
74,偈语,大用现前，不存轨则；言前一句，千圣不传。,宋代 雪窦重显《碧岩录》第七则,gathas,zen,,,,
75,偈语,一箭寻常落一雕，更加一箭已相饶；直归少室峰前坐，梁主休言更去招。（宋代 雪窦重显《碧岩录》第八则,禅宗偈语,gathas,zen,,,,
76,偈语,）,禅宗偈语,gathas,zen,,,,
77,偈语,天上天下，唯吾独尊。,宋代 圜悟克勤《碧岩录》第九则,gathas,zen,,,,
78,偈语,粉骨碎身未足酬，一句了然超百亿。（宋代 雪窦重显《碧岩录》第十则,禅宗偈语,gathas,zen,,,,
79,偈语,）,禅宗偈语,gathas,zen,,,,
80,偈语,一言兴邦，一言丧邦。,宋代 雪窦重显《碧岩录》第十一则,gathas,zen,,,,
81,偈语,醍醐不酪，断续何尝。,宋代 雪窦重显《碧岩录》第十二则,gathas,zen,,,,
82,偈语,雪峰岂不高，月落清潭。,宋代 雪窦重显《碧岩录》第十三则,gathas,zen,,,,
83,偈语,龙蛇易辨，衲子难瞒。（宋代 雪窦重显《碧岩录》第十四则,禅宗偈语,gathas,zen,,,,
84,偈语,）,禅宗偈语,gathas,zen,,,,
85,偈语,野水净于僧眼碧，远山浓似佛头青。,宋代 圜悟克勤《碧岩录》第十五则,gathas,zen,,,,
86,偈语,古镜不磨常自照，淡烟和露湿秋光。,宋代 雪窦重显《碧岩录》第十六则,gathas,zen,,,,
87,偈语,藤枯树倒，大笑呵呵。,宋代 雪窦重显《碧岩录》第十七则,gathas,zen,,,,
88,偈语,沧海滴干，太虚受满；衲僧鼻孔长，古佛舌头短。,宋代 雪窦重显《碧岩录》第十八则,gathas,zen,,,,
89,偈语,草漫漫，门里门外君自看；荆棘林中下脚易，夜明帘外转身难。,宋代 雪窦重显《碧岩录》第十九则,gathas,zen,,,,
90,偈语,梦中拥衲参耆旧，列圣森森坐其右；当仁不让犍稚鸣，说法无畏师子吼。,宋代 雪窦重显《碧岩录》第二十则,gathas,zen,,,,
91,偈语,心安如海，胆量如斗；鲛目泪流，蚌肠珠剖。,宋代 雪窦重显《碧岩录》第二十则,gathas,zen,,,,
92,偈语,离四句，绝百非；言前一句，天上人间无觅处。,宋代 雪窦重显《碧岩录》第二十一则,gathas,zen,,,,
93,偈语,拈却净瓶，活埋祖师。,宋代 雪窦重显《碧岩录》第二十二则,gathas,zen,,,,
94,偈语,舌头短，舌头长；未出襁褓，早历劫尘。,宋代 雪窦重显《碧岩录》第二十三则,gathas,zen,,,,
95,偈语,云收山瘦，秋容多。,宋代 雪窦重显《碧岩录》第二十四则,gathas,zen,,,,
96,偈语,峨峨青山著秋瘦，毛发凋残风骨旧。,宋代 雪窦重显《碧岩录》第二十四则,gathas,zen,,,,
97,偈语,藕丝穿过九曲，宝剑夜悬孤峰。,宋代 雪窦重显《碧岩录》第二十五则,gathas,zen,,,,
98,偈语,无影树下合同船，千尺浪头一叶舟。,宋代 雪窦重显《碧岩录》第二十五则,gathas,zen,,,,
99,偈语,人天庸劣，谁是知音？,宋代 雪窦重显《碧岩录》第二十六则,gathas,zen,,,,
100,偈语,灵机一转，直下相逢谁识渠；雄雄丈夫，老婆心切两无余。,宋代 雪窦重显《碧岩录》第二十七则,gathas,zen,,,,
101,偈语,铁牛不橛地，真槃独露身。,宋代 雪窦重显《碧岩录》第二十八则,gathas,zen,,,,
102,偈语,脱体无依便是伊，同途异辙总相随。,宋代 雪窦重显《碧岩录》第二十九则,gathas,zen,,,,
103,偈语,峨峨兮若泰山，洋洋兮若江河。,宋代 雪窦重显《碧岩录》第三十则,gathas,zen,,,,
104,偈语,鼻孔辽天，笑破哭绝。,宋代 雪窦重显《碧岩录》第三十一则,gathas,zen,,,,
105,偈语,索尽枯桔，丹霞烧佛。,宋代 雪窦重显《碧岩录》第三十二则,gathas,zen,,,,
106,偈语,妙药不入唇，神医莫能手。,宋代 雪窦重显《碧岩录》第三十三则,gathas,zen,,,,
107,偈语,不生不灭，非有非无。,宋代 雪窦重显《碧岩录》第三十三则,gathas,zen,,,,
108,偈语,翻身落草，抱圣绝尘。,宋代 雪窦重显《碧岩录》第三十四则,gathas,zen,,,,
109,偈语,拈剑处，石人蹉过；喝散时，木女垂睫。,宋代 雪窦重显《碧岩录》第三十五则,gathas,zen,,,,
110,偈语,劈面飞来电光急，迷云破处太阳孤。,宋代 雪窦重显《碧岩录》第三十六则,gathas,zen,,,,
111,偈语,捋虎须，见也无。,宋代 雪窦重显《碧岩录》第三十六则,gathas,zen,,,,
112,偈语,乾坤尽是黄金国，万有全彰净妙身。（唐代 丹霞淳《碧岩录》第三十七则,禅宗偈语,gathas,zen,,,,
113,偈语,）,禅宗偈语,gathas,zen,,,,
114,偈语,截琼枝寸寸是宝，析栴檀片片皆香。（唐代 新罗大岭《碧岩录》第三十八则,禅宗偈语,gathas,zen,,,,
115,偈语,）,禅宗偈语,gathas,zen,,,,
116,偈语,无縫塔兮不是影，廓然一入真如境。,宋代 雪窦重显《碧岩录》第三十九则,gathas,zen,,,,
117,偈语,三界之中纷扰，只为天明不了绝。,宋代 雪窦重显《碧岩录》第四十则,gathas,zen,,,,
118,偈语,天上天下，惟我独尊；古今沙界，不离当年。,宋代 雪窦重显《碧岩录》第四十一则,gathas,zen,,,,
119,偈语,群阴剥尽，独露全真。,宋代 雪窦重显《碧岩录》第四十二则,gathas,zen,,,,
120,偈语,行到水穷处，坐看云起时。,唐代 张旭《碧岩录》第四十三则,gathas,zen,,,,
121,偈语,乾坤尽吞，太虚塞满。,宋代 雪窦重显《碧岩录》第四十四则,gathas,zen,,,,
122,偈语,草深烟浅，斜日寒林。,宋代 雪窦重显《碧岩录》第四十五则,gathas,zen,,,,
123,偈语,148.（下略） ...,《碧岩录》共有一百则，此处略去部分颂辞,gathas,zen,,,,
124,偈语,其他禅宗经典,禅宗偈语,gathas,zen,,,,
125,偈语,吾本来兹土，传法救迷情；一花开五叶，结果自然成。（南朝梁 菩提达摩《景德传灯录》卷一,禅宗偈语,gathas,zen,,,,
126,偈语,）,禅宗偈语,gathas,zen,,,,
127,偈语,身是菩提树，心如明镜台；时时勤拂拭，莫使有尘埃。,唐代 神秀《六祖坛经》偈,gathas,zen,,,,
128,偈语,菩提本无树，明镜亦非台；本来无一物，何处惹尘埃。,唐代 六祖慧能《六祖坛经》偈,gathas,zen,,,,
129,偈语,处处逢归路，头头达故乡。本来成现事，何必待思量。,唐代 神照本如禅师悟道偈,gathas,zen,,,,
130,偈语,金屑眼中翳，衣珠法上尘。已灵犹不重，佛视为何人。,五代 雲門文偃禅师偈,gathas,zen,,,,
131,偈语,几年个事挂胸怀，问尽诸方眼不开。肝胆此时俱破裂，一声江上待郎来。,宋代 分庵主悟道偈,gathas,zen,,,,
132,偈语,焰里寒冰结，杨花九月飞。泥牛吼水面，木马逐风嘶。,宋代 本寂禅师诗,gathas,zen,,,,
133,偈语,三十年来寻剑客，几回落叶又抽枝。自从一见桃花后，直到如今更不疑。（唐代 灵云志勤禅师悟道偈,禅宗偈语,gathas,zen,,,,
134,偈语,）,禅宗偈语,gathas,zen,,,,
135,偈语,山前一片闲田地，叉手叮咛问祖翁；几度卖来还自买，为怜松竹引清风。,宋代 五祖清演禅师悟道偈,gathas,zen,,,,
136,偈语,空门不肯出，投窗也太痴。百年钻故纸，何日出头时。,唐代 神赞禅师偈,gathas,zen,,,,
137,偈语,常忆西湖处士家，疏枝冷蕊自横斜。精魂一片当时事，只欠清香不欠花。,宋代 虚舟普度禅师《墨梅诗》,gathas,zen,,,,
138,偈语,南去北来休便休，白草吹尽楚江秋。道人不是悲秋客，一任晚山相对幽。,北宋 程颢《淮南寺诗》,gathas,zen,,,,
139,偈语,岩上桃花开，花从何处来？灵云才一见，回首舞三台。,宋代 觉海法因庵主悟道偈,gathas,zen,,,,
140,偈语,吾心似秋月，碧潭清皎洁。无物堪比伦，教我如何说。,唐代 寒山《吾心诗》,gathas,zen,,,,
141,偈语,孤云将野鹤，岂向人间住？莫买沃洲山，时人已知处！,唐代 刘长卿《送上人》诗,gathas,zen,,,,
142,偈语,我有一方便，价值百匹练。相打长伏弱，到死不入县。,唐代 王梵志禅诗,gathas,zen,,,,
143,偈语,南台静坐一炉香，终日凝然万虑忘。不是息心去妄想，都缘无事可商量。,五代 守安禅师《南台静坐诗》,gathas,zen,,,,
144,偈语,六祖当年不丈夫，倩人书壁自糊涂。分明有偈言无信，却受他家一钵盂。,宋代 黄龙悟新禅师偈,gathas,zen,,,,
145,偈语,山径寥寥早放衙，莲塘无主自开花。三叉路口炊烟起，自瓦青旗一两家。,宋代 惠洪禅师诗,gathas,zen,,,,
146,偈语,他人骑大马，我独骑驴子。回顾担柴汉，心下稍胜己。,五代 神赞禅师《他人诗》,gathas,zen,,,,
147,偈语,一树春风有两般，南枝暖兮北枝寒。现前一段西来意，一片西飞一片东。,宋代 了元禅师偈,gathas,zen,,,,
148,偈语,祖师遗下一只履，千古万古播人耳。空自肩担跣足行，何曾踏着自家底。,宋代 五祖演云禅师偈,gathas,zen,,,,
149,偈语,瞋是心中火，能烧功德林。欲行菩萨道，忍辱护真心。,唐代 寒山子《寒山诗》,gathas,zen,,,,
150,偈语,独坐清谈久亦劳，碧松燃火暖衾袍。夜深童子唤不起，猛虎一声山月高。,宋代 俞紫芝禅诗,gathas,zen,,,,
151,偈语,碧涧泉水清，寒山月华白。默知神自明，观空境逾寂。,唐代 寒山《碧涧诗》,gathas,zen,,,,
152,偈语,苍苍竹林寺，杳杳钟声晚。荷笠带斜阳，青山独归远。,唐代 刘长卿《送灵澈上人》,gathas,zen,,,,
153,偈语,眼入毫端写竹真，枝掀叶举见精神。因知幻物出天象，问取人间老斫轮。,宋代 黄庭坚《题子瞻墨竹诗》,gathas,zen,,,,
154,偈语,亭亭菊一枝，高标矗晚节。云何殷红色，殉道应流血。,近代 弘一法师《咏菊诗》,gathas,zen,,,,
155,偈语,岭上白云舒复卷，天边皓月去还来。低头却入茅檐下，不觉呵呵笑几回。,宋代 白云端禅师诗,gathas,zen,,,,
156,偈语,岁月人间促，烟霞此地多。殷勤竹林寺，能得几回过。,唐代 朱放《题竹林寺》,gathas,zen,,,,
157,偈语,尽日寻春不见春，芒鞋踏遍陇头云。归来笑拈梅花嗅，春在枝头已十分。,五代 梅花尼悟道偈,gathas,zen,,,,
158,偈语,终南最佳处，禅诵出青霄。群木沉幽寂，疏烟泛泬寥。,唐代 司空图《题牛头山》,gathas,zen,,,,
159,偈语,为爱寻光纸上钻，不能透处几多般。忽然撞着来时路，始觉半生被眼瞒。,宋代 守端禅师偈,gathas,zen,,,,
160,偈语,君不见，三界之中纷扰，只为天明不了绝。一念不生心澄然，无去无来不生灭。,唐代 拾得禅师诗,gathas,zen,,,,
161,偈语,自笑老夫箸力败，偏恋松岩爱独游。可叹往年至今日，任运还同不系舟。,唐代 拾得《自笑诗》,gathas,zen,,,,
162,偈语,不是风幡不是心，迢迢一路绝追寻。白云本自无遗迹，飞落断崖深更深。,唐代 草堂清禅师偈,gathas,zen,,,,
163,偈语,千尺丝纶直下垂，一波才动万波随。夜静水寒鱼不食，满船空载月明归。,宋代 雪舟德诚禅师《船居寓意诗》,gathas,zen,,,,
164,偈语,不是风兮不是幡，清霄何事撼琅玝。明时不用论公道，自在闲人正眼看。,明代 圆通仙禅师诗,gathas,zen,,,,
165,偈语,玉在池中莲出水，污染不能绝方比。大家如是苦承当，洞庭一夜秋风起。,宋代 佛印了元禅师诗,gathas,zen,,,,
166,偈语,七百僧中选一人，本来无物便相亲。夜传衣钵曹溪去，铁树开花二月春。,五代 草堂清禅师偈,gathas,zen,,,,
167,偈语,尘劳迥脱事非常，紧把绳头做一场。不是一番寒彻骨，争得梅花扑鼻香。,唐代 黄檗希运禅师偈,gathas,zen,,,,
168,偈语,卢陵米价逐年新，道听虚传未必真。大意不须歧路问，高低宜见本来人。,宋代 黄龙慧南禅师诗,gathas,zen,,,,
169,偈语,荷衣松食住深云，盖是当年错见人。埋没一生心即佛，万年千载不成尘。,宋代 楚云南禅师诗,gathas,zen,,,,
170,偈语,师资缘会有来由，明镜非台语暗投。坏却少林穷活计，橹声摇月过沧洲。,明代 萝庐禅师诗,gathas,zen,,,,
171,偈语,万境万机俱寝息，一知一见尽消融。闲闲两耳全无用，坐到晨鸡与暮钟。,元代 石屋清珙禅师《山居诗》,gathas,zen,,,,
172,偈语,过去事已过去了，未来不必预思量。只今只道只今句，梅子熟时栀子香。,元代 石屋清珙禅师《山居诗》,gathas,zen,,,,
173,偈语,白云深处拥雷峰，几树寒梅带雪红。斋罢垂垂浑人意，庵前潭影落疏钟。,近代 弘一法师《西湖白云庵诗》,gathas,zen,,,,
174,偈语,白首重来一梦中，青山不改旧时容。鸟啼月落桥边寺，倚枕犹闻半夜钟。,宋代 孙觌《枫桥寺绝句》,gathas,zen,,,,
175,偈语,残年不复徙他邦，长与两禅同夜釭。坐到更深都寂寂，雪花无数落天窗。,宋代 陈与义《与智老夜坐》,gathas,zen,,,,
176,偈语,云痕变灭一兴亡，铃语沉沉碣草荒。立马城阴高处望，塔尖留得古斜阳。,清代 何振岱《铁塔寺诗》,gathas,zen,,,,
177,偈语,鸟舍凌波肌似雪，新持红叶索题诗。还卿一钵无情泪，恨不相逢未娆时。,近代 弘一法师《本事诗》,gathas,zen,,,,
178,偈语,刀斧斫不开，灵机绝点埃。清风扫残雪，和气带春回。,清代 退谷云禅师诗,gathas,zen,,,,
179,偈语,白牛常在白云中，人自无心牛亦同。月透白云云影白，白云明月任西东。,宋代 普明禅师《牧牛颂》,gathas,zen,,,,
180,偈语,年老心闲无外事，麻衣草座亦容身。相逢尽道休官好，林下何曾见一人。,唐代 灵澈《东林寺酬韦丹刺史》,gathas,zen,,,,
181,偈语,狂心歇处幻身融，内外根尘色即空。洞彻灵明无挂碍，千差万别一时通。,近代 圆瑛法师《定后偈》,gathas,zen,,,,
182,偈语,山头禅室挂僧衣，窗外无人溪鸟飞。黄昏半在山下路，却听泉声恋翠微。,唐代 孟浩然《过融上人兰若》诗,gathas,zen,,,,
183,偈语,香芭冷透波心月，绿叶轻摇水面风。出岫出时君看取，都卢只在一池中。,宋代 佛鉴勤禅师诗,gathas,zen,,,,
184,偈语,千年苔树不成春，谁信幽香似玉魂。霁雪满林无月晒，点灯吹角做黄昏。,南宋 虚堂智愚禅师《古梅诗》,gathas,zen,,,,
185,偈语,一度林前见远公，静闻真语世情空。至今寂寞禅心在，任起桃花柳絮风。,唐代 栖白禅师《寄白山禅师》,gathas,zen,,,,
186,偈语,西禅寺古振唐风，百丈怡山一脉通。坐破蒲团卷帘笑，风光不减荔枝红。,民国 苏渊雷《题西禅寺》诗,gathas,zen,,,,
187,偈语,放出沩山水牯牛，无人坚执鼻绳头。绿杨芳草春风岸，高卧横眠得自由。,唐代 百丈怀海禅师《牧牛偈》，载于《五灯会元》,gathas,zen,,,,
188,偈语,枿坐云游出世尘，兼无瓶钵可随身。逢人不说人间事，便是人间无事人。,唐代 杜荀鹤《赠质上人》,gathas,zen,,,,
189,偈语,四大由来造化工，有声全仗里头空。莫嫌不与凡夫说，只为宫商调不同。,明代 人人谂禅师《鱼鼓颂》,gathas,zen,,,,
190,偈语,青灯一点映窗纱，好读《楞严》莫忆家。能了诸缘如幻梦，世间唯有妙莲花。,北宋 王安石《赠女尼》,gathas,zen,,,,
191,偈语,手把青秧插满田，低头便见水中天。心地清净方为道，退步原来是向前。（唐代 石头希迁禅师《插秧诗》,禅宗偈语,gathas,zen,,,,
192,偈语,）,禅宗偈语,gathas,zen,,,,
193,偈语,空门寂寂淡吾身，溪雨微微洗客尘。卧自白云情未尽，任他黄鸟醉芳春。,清代 可止禅师《精舍遇雨诗》,gathas,zen,,,,
194,偈语,一念空时万境空，重重关隔豁然通。东西南北了无迹，只此虚玄合正宗。,元代 一山一宁国师《牧牛颂》,gathas,zen,,,,
195,偈语,千峰顶上一间屋，老僧半间云半间。夜晚云随风雨去，到头不似老僧闲。,宋代 志芒禅师《千峰顶上诗》,gathas,zen,,,,
196,偈语,溪声便是广长舌，山色岂非清净身。夜来八万四千偈，他日如何举似人。,宋代 苏轼《赠东林觉和尚》诗,gathas,zen,,,,
197,偈语,藏身无迹更无藏，脱体无依便厮当。古镜不磨还自照，淡烟和露湿秋光。,宋代 无名禅师偈,gathas,zen,,,,
198,偈语,草堂名刹岁年深，三藏谈经事莫寻。唯有千章云木在，风来犹作海潮音。,明代 溥光法师《题草堂寺》,gathas,zen,,,,
199,偈语,是风是幡君莫疑，百草丛中信步归。王道太平无忌讳，戏蝶流莺绕树飞。,元代 自得惕玄禅师诗,gathas,zen,,,,
200,偈语,海门瘦月远无斜，潮退虚声吼白沙。短袖闲叉无事服，荆山野寺看梅花。,清代 吕留良《悟空寺观梅花》,gathas,zen,,,,
201,偈语,终日看天不举头，桃花烂漫始抬眸。饶君更有遮天网，透得牢关即便休。,宋代 何山守珣禅师悟道偈,gathas,zen,,,,
202,偈语,一榻萧然傍翠阴，画扃松户冷沉沉。懒融得到平常地，百鸟街（啼）花无处寻。,明代 祖印明禅师诗,gathas,zen,,,,
203,偈语,黄梅席上数如麻，句里呈机事可嗟。真是本来无一物，青天白日被云遮。,宋代 西塔清禅师诗,gathas,zen,,,,
204,偈语,麻砖作镜不为难，忽地生光照大千。堪笑坐禅求佛者，至今牛上更加鞭。,宋代 佛印元禅师偈,gathas,zen,,,,
205,偈语,卢陵米价播诸方，高唱轻酬力未当。觌面不干升斗事，悠悠南北谩猜量。,宋代 长灵卓禅师诗,gathas,zen,,,,
206,偈语,语路分明在，凭君仔细看。和雨西风急，近火转加寒。,唐代 道吾真禅师诗,gathas,zen,,,,
207,偈语,卓尔难将正眼窥，迥超今古类难齐。苔封古殿无人侍，月锁苍梧凤不栖。,唐代 丹霞淳禅师诗,gathas,zen,,,,
208,偈语,炉熏细细烧禅房，竹日晖晖映短墙。安得买邻珙岁晚，钵盂分饭共绳床。,宋代 李彭《答友人》诗,gathas,zen,,,,
209,偈语,众生诸佛不相侵，山自高兮水自深。万别千差明底事，鹧鸪啼处百花深。,近代 弘一法师《迟友诗》,gathas,zen,,,,
210,偈语,云树高低迷古墟，问津何处觅长沮？渔郎行人深林处，轻叩扉门问起居。,近代 弘一法师《本事诗》,gathas,zen,,,,
211,偈语,九年面壁成空相，持锡归来悔晤卿。我本负人今已矣，任他人作乐中筝。,近代 弘一法师《本事诗》,gathas,zen,,,,
212,偈语,春雨楼头尺八箫，何时归看浙江潮。芒鞋破钵无人识，踏过樱花第几桥。,近代 弘一法师《本事诗》,gathas,zen,,,,
213,偈语,春看湖烟腻，晴摇野水光。草青仍过雨，山紫更斜阳。,南宋 唐庚《栖禅暮归书所见诗》,gathas,zen,,,,
214,偈语,窗外芭蕉要半庵，心翻一炷静中参。云霞幻灭寻常事，禅定莫如是钵悬。,明代 亦苇禅师《禅定诗》,gathas,zen,,,,
215,偈语,言从天竺诗，偶步下云房。新霁铃声活，晨炊松叶香。片云驻灵石，一鸟答松篁。檐下花仍在，禅心但坐忘。,清代 俞明震《入竺诗》,gathas,zen,,,,
216,偈语,湖上春光已破悭，湖边杨柳拂雕栏。算来不用一文买，输与山僧闲往来。,南宋 道济禅师偈,gathas,zen,,,,
